f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,y_1,y_2
26.05,11.03,21.92,62.83,98.25,99.47,37.02,57.0,53.63,0,0
16.73,10.52,12.08,78.03,21.45,69.8,56.46,60.61,55.43,0,0
3.24,9.73,7.79,23.01,68.39,91.19,63.55,45.16,38.99,1,0
25.75,1.79,10.31,96.66,25.66,10.55,52.2,42.37,63.04,1,0
12.03,6.42,7.8,23.63,63.85,24.49,57.12,55.57,61.73,0,0
40.33,1.3,3.17,32.48,35.38,24.12,65.46,49.34,53.66,1,0
18.95,31.76,3.91,71.68,72.02,68.44,55.39,35.23,46.44,0,0
1.04,2.29,5.13,37.35,11.49,9.42,56.02,25.44,42.81,0,0
9.93,20.26,5.43,40.64,53.99,51.86,53.86,44.09,48.41,0,0
7.95,9.51,1.95,23.31,62.23,87.79,54.66,39.52,55.12,0,1
1.73,13.29,10.29,56.21,23.4,86.77,39.66,43.03,29.1,0,0
17.61,3.24,9.38,63.15,39.4,46.92,38.84,52.17,44.88,0,0
5.34,14.05,4.26,47.52,97.33,66.41,53.33,55.45,51.51,0,1
1.22,11.45,3.98,47.33,66.31,17.27,31.74,32.87,58.6,0,1
17.89,11.0,3.84,48.24,50.8,26.02,51.26,32.77,90.58,1,1
3.24,28.58,11.62,27.54,81.77,20.45,49.8,47.92,83.33,0,0
8.52,14.9,25.54,31.06,76.43,9.97,74.51,29.54,73.03,0,0
9.18,4.42,15.36,22.39,64.34,87.76,66.52,38.43,63.16,1,0
10.99,4.28,14.17,74.12,62.17,72.78,32.95,52.79,45.0,1,0
8.32,5.87,2.86,2.29,57.81,77.07,62.72,49.34,31.6,1,1
4.0,4.3,4.69,6.42,35.99,52.25,65.65,61.48,51.2,0,1
6.25,7.32,7.56,77.57,18.84,95.25,57.16,65.98,49.74,0,0
1.78,3.52,3.18,60.15,12.41,46.37,57.42,53.04,23.58,0,0
13.22,17.5,8.41,8.89,99.33,86.79,43.26,50.0,42.08,0,0
3.21,6.71,2.67,86.52,93.15,38.21,41.82,32.57,58.07,1,1
38.16,8.84,4.72,5.16,44.4,51.02,27.65,33.58,56.23,0,0
10.57,5.54,22.19,38.24,66.08,67.59,54.58,23.79,68.02,1,0
17.62,2.02,5.61,93.47,83.95,13.85,63.02,59.43,52.66,1,0
2.06,2.7,5.0,70.77,12.68,92.49,37.98,35.59,40.51,0,0
24.45,9.7,20.86,65.88,79.03,6.38,52.06,19.63,27.99,1,0
1.22,5.99,12.43,43.09,36.53,95.86,42.23,53.37,26.54,0,0
7.71,18.75,17.48,83.51,88.73,31.92,43.06,32.56,42.11,1,0
7.87,17.12,12.7,78.05,54.88,76.24,54.61,43.4,66.51,0,0
5.62,2.7,22.59,83.37,10.11,31.11,51.12,47.43,40.31,0,0
27.62,3.84,6.68,7.22,12.1,29.63,54.21,69.23,53.59,0,0
13.55,18.72,4.72,24.93,18.43,10.42,39.94,72.11,60.2,0,0
7.15,5.96,1.79,70.4,2.15,68.32,44.25,43.89,70.92,0,0
2.64,1.1,12.28,35.07,63.54,90.64,63.44,44.78,49.51,1,1
2.16,3.34,3.15,92.19,69.49,67.92,71.57,38.02,51.42,1,0
2.81,3.17,7.62,23.62,75.41,73.66,64.14,62.55,55.37,1,0
11.01,11.91,17.27,10.19,76.0,69.32,31.84,42.67,40.86,1,0
22.64,6.12,1.54,13.05,29.71,73.69,73.64,43.72,90.1,0,0
1.06,3.01,11.55,64.85,38.3,34.87,55.39,66.77,44.46,0,0
13.91,20.4,3.67,47.04,35.13,70.73,33.46,46.87,54.98,0,0
7.92,4.47,26.09,53.48,12.75,69.34,39.05,43.48,80.13,0,0
8.81,9.6,1.56,89.13,87.97,34.73,33.55,64.11,52.82,0,1
35.63,7.92,2.78,70.05,90.22,27.62,24.8,55.56,49.47,1,0
4.53,7.57,3.13,6.11,10.76,74.24,62.91,50.31,40.95,0,0
3.48,9.86,16.63,64.42,22.12,74.89,81.36,37.89,51.56,0,0
13.67,1.6,6.58,63.88,70.48,2.47,46.02,44.22,66.41,1,0
14.09,10.62,3.74,10.37,34.69,28.79,48.49,44.19,40.77,1,0
7.09,10.4,25.35,53.58,12.28,80.4,45.41,49.42,63.8,0,0
21.06,9.32,8.1,85.84,87.51,2.1,62.88,44.7,49.06,0,0
5.75,13.08,1.8,60.68,94.05,3.11,66.17,32.51,39.71,0,1
11.53,13.26,12.48,82.96,40.53,92.29,54.37,24.6,26.88,0,0
10.9,11.96,5.75,70.94,11.27,22.62,59.15,34.49,66.56,0,0
8.49,1.98,10.26,46.41,31.3,10.28,48.17,53.06,56.12,1,0
6.86,7.74,5.83,7.63,20.21,75.44,60.0,54.75,56.2,1,0
3.32,4.63,2.42,57.02,50.3,19.71,67.79,34.94,60.41,1,1
2.63,12.71,16.92,37.11,25.26,36.86,66.51,58.51,60.35,0,1
1.27,13.21,7.32,5.39,5.57,84.96,67.23,33.42,53.78,0,0
30.49,3.7,7.11,71.05,91.05,58.7,44.6,52.68,52.88,1,0
12.21,32.17,1.96,10.6,35.8,56.95,35.33,32.31,46.82,1,1
12.92,17.34,12.99,43.4,86.77,39.82,75.42,59.78,44.57,0,0
19.56,1.29,6.78,37.93,74.2,43.09,70.37,67.42,55.02,1,0
12.07,8.68,4.25,29.85,75.91,35.02,48.56,58.33,66.5,0,0
4.49,13.5,15.73,90.44,88.44,2.16,59.64,46.12,63.59,1,0
14.61,5.15,2.21,34.05,77.48,54.43,57.23,54.72,70.49,1,0
6.55,17.02,11.2,87.28,46.88,41.86,62.32,50.87,42.86,1,0
9.06,7.86,13.93,36.82,62.5,30.66,40.45,49.49,43.47,1,0
11.46,1.3,1.61,4.18,9.72,19.24,46.69,43.55,49.16,0,0
3.76,17.47,4.16,18.03,9.43,57.56,36.07,36.0,49.64,0,0
3.23,10.81,7.93,1.52,54.35,86.36,42.35,73.35,29.83,0,0
14.88,14.93,4.87,76.16,79.95,42.02,55.03,53.63,44.91,1,0
28.04,11.12,9.66,91.52,67.98,84.46,70.94,31.03,59.45,1,0
4.07,19.96,13.37,35.85,57.6,68.49,38.38,38.92,41.13,0,1
6.48,2.78,6.92,7.62,44.64,28.12,50.3,40.67,54.05,1,0
20.41,12.69,7.86,31.58,76.91,76.19,10.06,46.53,52.14,1,0
2.93,6.99,2.89,90.15,51.1,33.15,45.58,27.3,47.11,0,1
9.81,1.14,23.98,33.82,60.76,27.61,57.52,28.86,57.32,1,0
1.08,19.98,7.34,57.03,14.86,8.19,28.18,29.76,53.51,0,0
7.76,4.87,18.61,26.06,92.89,2.59,55.75,41.19,35.18,0,1
3.52,5.03,1.09,3.9,75.56,18.69,61.39,37.57,51.13,1,1
28.84,11.41,5.53,84.9,71.01,92.7,63.63,48.95,54.69,0,0
2.76,2.13,1.96,37.55,14.16,10.12,57.27,42.13,59.14,1,0
5.63,3.2,19.33,35.23,55.91,12.49,54.89,47.25,53.25,1,0
6.07,1.46,2.98,93.92,30.88,77.24,33.73,48.09,73.8,1,0
9.45,14.14,1.6,21.85,19.67,43.85,60.65,62.67,49.12,0,1
2.57,8.47,7.52,73.48,37.59,89.11,73.08,36.04,64.94,0,1
10.82,2.61,4.04,3.31,44.06,46.72,52.49,62.34,44.2,1,0
3.43,3.22,14.1,44.19,93.24,98.61,55.26,43.54,41.16,1,0
23.47,3.84,11.76,4.83,10.6,48.25,60.02,54.15,54.93,0,0
2.98,18.08,1.31,98.51,32.49,74.56,47.05,27.7,59.88,0,1
3.63,8.05,10.64,69.86,53.71,42.98,20.04,67.68,48.56,0,0
5.46,8.28,3.42,62.07,35.1,77.73,56.48,37.49,41.08,0,0
15.78,4.96,1.04,17.69,64.67,94.91,28.44,43.5,38.21,0,1
11.35,3.18,16.61,84.02,82.33,93.88,62.63,36.99,60.02,1,0
4.61,14.96,2.18,43.71,51.31,61.85,13.98,57.73,73.08,0,1
2.85,5.44,12.95,57.66,27.39,91.45,43.17,14.7,69.03,0,0
29.27,6.95,12.89,58.38,59.57,80.07,53.96,44.53,59.16,0,0
26.22,2.16,2.59,32.96,97.03,49.1,58.3,42.58,59.4,1,0
5.51,4.56,3.56,65.72,33.45,34.82,48.34,49.1,67.79,0,0
16.22,7.0,7.88,92.76,35.53,65.68,61.49,44.99,65.16,1,0
33.44,5.56,21.29,37.98,59.76,10.85,49.89,56.67,46.67,0,0
21.78,6.4,7.42,26.52,93.93,34.72,54.12,40.87,40.42,0,0
2.95,2.3,3.83,49.37,1.25,36.92,59.84,55.57,41.23,0,0
10.49,10.41,8.37,95.7,70.25,62.42,58.6,40.23,81.27,0,1
2.81,11.35,8.69,69.41,71.1,41.97,29.44,42.79,40.49,0,1
7.43,2.59,17.82,1.62,66.96,18.02,58.74,41.67,63.91,1,0
2.61,8.36,7.39,95.39,58.88,53.43,42.05,22.14,44.67,1,0
1.13,3.14,24.61,38.75,89.8,80.79,44.03,37.65,52.15,0,1
8.44,6.79,14.82,72.93,25.4,47.4,67.51,44.14,48.67,0,0
1.24,12.34,23.7,48.44,90.83,21.36,35.29,49.79,65.41,0,0
3.44,12.25,11.63,69.17,79.59,18.24,59.86,31.07,34.32,1,0
10.93,2.1,8.36,81.16,1.0,69.76,44.82,67.72,66.4,1,0
15.02,14.56,9.11,42.51,14.21,94.02,37.44,32.26,49.97,0,0
1.83,1.98,3.22,96.77,87.57,57.53,69.71,28.93,58.21,1,1
13.41,25.71,4.11,27.56,50.34,55.93,50.12,37.48,42.98,0,1
19.7,12.88,3.11,95.25,63.14,43.94,42.29,60.61,34.04,0,0
11.05,6.71,3.17,94.22,36.16,15.05,58.46,42.78,30.29,0,0
1.94,1.43,3.29,40.16,73.34,45.4,34.65,30.51,56.39,1,1
4.06,6.84,2.12,4.41,12.18,4.61,66.52,43.53,52.43,0,1
9.44,25.41,2.27,87.1,56.9,32.2,35.79,40.7,57.19,0,1
3.95,5.58,7.23,77.83,22.8,87.43,63.62,38.83,48.78,0,1
1.14,8.28,1.26,76.23,12.95,21.3,39.55,43.16,44.68,0,1
21.64,1.36,17.29,32.83,92.6,97.26,56.99,43.32,39.59,1,0
12.15,7.04,14.03,31.29,4.48,52.77,52.74,49.27,44.17,0,0
1.81,18.87,17.76,1.75,77.66,77.17,52.12,40.41,48.88,0,0
21.72,12.41,9.0,73.14,37.66,10.48,24.73,26.04,72.16,0,0
9.03,12.43,1.04,98.07,12.43,99.63,44.06,19.19,73.24,0,1
9.32,4.26,1.02,48.46,2.8,42.89,49.1,64.12,56.07,0,1
10.03,2.08,12.86,31.9,99.28,96.5,48.17,50.5,46.73,1,1
26.96,13.21,2.69,74.55,71.63,47.19,52.06,27.15,68.74,0,1
1.46,6.37,5.43,32.28,87.47,98.1,54.07,35.83,53.68,0,0
4.48,9.54,18.94,63.88,79.99,27.35,37.03,56.41,52.32,1,1
8.12,1.3,2.95,67.49,94.36,55.01,53.02,62.53,89.08,1,0
1.35,5.17,5.96,7.26,20.49,83.05,72.93,45.57,66.18,0,0
6.37,1.06,6.86,63.73,14.32,87.47,47.74,44.56,54.3,1,0
4.43,1.96,10.49,57.1,87.22,85.5,25.1,45.76,57.48,1,1
2.53,3.65,19.69,90.08,75.89,26.61,66.02,46.66,91.76,1,0
18.16,1.49,2.9,76.48,87.19,99.26,53.75,46.4,61.19,1,0
15.12,7.75,2.4,62.17,97.96,43.22,42.24,49.0,57.9,0,1
17.93,10.74,35.69,78.04,99.06,12.3,43.16,46.26,62.07,0,1
2.88,7.41,5.15,10.73,22.73,63.88,50.39,43.37,56.78,0,0
5.77,8.2,8.27,42.77,36.8,95.06,61.32,43.27,43.24,1,0
3.33,11.28,10.53,5.83,79.89,21.87,56.48,37.16,34.6,1,0
21.96,2.05,2.03,27.63,92.31,36.56,43.95,45.96,72.8,1,0
8.03,11.14,5.55,84.47,78.23,54.25,34.87,56.55,36.84,0,1
2.66,4.81,31.62,50.52,76.32,15.76,55.66,10.95,64.85,1,0
10.71,12.18,1.24,69.71,18.01,78.55,35.38,37.5,51.07,0,1
24.29,9.18,2.87,98.0,60.5,16.39,64.63,50.37,32.68,0,0
2.0,29.87,3.59,78.24,45.78,76.13,45.11,49.29,51.73,0,1
12.4,19.14,4.84,20.03,51.28,60.69,34.87,51.41,50.56,0,0
1.57,8.37,2.24,52.64,61.11,45.04,37.29,46.66,57.61,0,1
5.29,1.48,22.71,78.41,95.01,35.92,51.8,51.78,38.34,1,1
10.09,5.87,2.17,81.31,80.63,4.18,39.94,51.69,47.49,1,1
10.45,5.31,13.2,64.75,58.55,53.44,63.11,50.37,59.48,0,0
4.09,8.86,1.65,76.42,71.77,30.95,53.31,30.85,61.44,1,1
11.9,6.3,1.9,97.71,98.19,19.73,71.7,44.5,61.56,1,1
4.17,4.34,4.48,43.99,50.58,66.51,31.79,53.44,46.65,1,1
14.55,1.42,18.44,59.48,82.21,92.97,49.24,64.03,45.37,1,0
4.58,13.4,32.84,84.2,13.17,26.9,27.85,50.39,66.55,0,0
24.06,37.89,5.62,5.49,67.13,66.4,57.96,51.16,55.0,0,0
12.54,2.23,3.15,78.62,59.38,39.31,28.64,43.09,64.6,1,0
13.52,13.14,20.54,6.6,91.13,51.68,34.98,31.1,53.16,1,0
16.57,12.89,4.77,47.4,14.78,33.35,69.71,54.02,52.15,0,0
5.21,11.78,1.46,69.42,46.35,67.76,64.62,46.98,70.94,0,1
16.97,1.87,16.18,71.34,64.46,59.96,38.57,29.75,57.18,1,0
2.07,17.73,9.32,23.03,50.79,59.59,52.41,47.38,59.79,0,0
24.66,1.38,4.37,7.63,96.91,4.82,53.49,29.47,43.77,1,0
8.57,4.14,11.4,76.07,29.88,15.02,65.18,44.45,67.83,0,0
42.08,19.59,1.56,63.96,54.16,77.47,24.65,55.71,64.01,0,1
3.79,8.7,13.8,17.5,19.63,46.05,43.51,40.17,35.15,0,0
3.69,2.12,5.66,1.08,23.92,75.35,59.94,31.63,30.36,1,0
9.51,11.66,42.77,56.31,35.41,25.14,39.8,40.89,47.67,0,0
13.33,2.65,3.52,57.35,58.25,7.06,45.04,63.38,34.25,1,0
9.84,3.74,10.07,33.34,55.31,31.72,48.18,44.52,53.26,1,0
3.53,5.28,4.54,94.86,40.56,2.94,69.22,53.76,54.97,0,0
1.88,7.13,17.59,37.5,96.44,25.71,39.25,49.51,65.35,1,0
8.45,9.5,4.16,7.18,54.89,21.42,67.8,28.47,27.86,1,0
6.74,6.46,2.2,20.16,91.05,19.03,43.03,52.17,53.25,1,1
6.26,4.95,3.25,87.57,22.06,69.87,49.79,37.72,33.6,0,0
22.56,19.11,1.86,45.49,21.61,26.1,37.69,44.28,47.71,0,1
3.26,1.05,11.13,57.94,22.71,88.01,57.87,32.44,62.64,1,0
9.05,1.49,8.4,90.14,57.32,42.74,62.32,47.21,54.36,1,0
2.95,5.41,14.01,83.42,57.84,94.07,34.72,34.58,33.06,1,0
13.27,6.56,2.55,64.56,88.28,97.15,62.45,56.91,47.9,1,1
19.84,16.27,8.57,14.99,40.15,8.47,55.41,30.14,60.94,0,0
28.06,6.87,4.99,31.0,82.36,92.2,44.31,49.66,63.83,0,0
7.04,14.31,4.47,38.44,97.67,30.32,74.57,42.45,39.48,0,0
10.26,24.36,8.16,36.14,69.25,79.27,39.58,66.83,25.44,1,0
11.46,16.64,12.53,72.77,75.45,89.74,57.6,34.35,36.98,1,0
5.63,3.11,8.82,62.32,79.54,28.01,49.64,25.63,42.01,1,1
10.71,2.14,4.54,61.14,32.49,35.35,58.4,31.63,64.86,1,0
25.74,18.56,5.15,67.14,91.38,59.87,29.88,35.82,52.77,0,0
5.6,10.09,4.88,6.29,27.38,32.85,56.47,42.28,45.04,0,0
7.55,11.04,12.98,19.49,47.03,96.34,52.46,55.09,49.54,0,0
1.75,6.52,4.16,29.06,42.71,36.36,34.07,52.68,61.05,0,1
4.43,5.94,1.49,11.41,93.08,87.33,49.87,61.89,69.57,0,1
8.97,6.46,11.14,6.77,48.76,97.42,61.39,53.08,46.58,1,0
5.22,5.33,3.76,10.65,58.93,57.9,43.89,23.02,63.57,1,1
23.89,9.97,13.93,58.2,50.91,15.06,47.18,47.77,53.17,1,0
7.16,47.35,2.76,87.15,16.24,80.9,69.03,56.98,64.52,0,1
2.75,3.96,5.36,51.11,39.43,73.45,45.57,45.85,49.04,1,1
2.42,14.48,17.09,72.33,86.38,47.29,72.09,38.0,24.85,0,0
1.27,1.81,4.73,4.65,66.34,84.45,54.3,56.17,37.67,1,0
1.09,4.23,2.25,99.13,25.94,84.16,39.73,52.91,19.12,0,1
8.5,8.78,2.72,62.73,62.63,38.31,71.66,38.94,45.18,0,1
11.82,3.24,11.9,3.39,93.53,18.25,51.33,48.96,63.88,1,0
3.45,6.18,3.47,71.8,74.63,59.61,48.73,43.51,45.61,0,1
11.08,10.09,9.28,82.77,36.68,97.78,52.15,58.06,43.89,1,0
1.54,1.42,14.2,91.61,46.73,45.57,56.86,46.64,45.34,1,1
16.94,12.96,3.83,57.21,84.39,41.41,50.76,42.26,52.87,0,0
4.05,1.42,7.11,2.76,96.07,23.79,66.46,33.09,71.55,1,1
8.23,12.2,3.13,22.86,79.4,13.18,54.38,68.03,62.43,0,1
16.48,3.2,24.42,46.74,71.63,81.16,36.83,48.85,49.15,1,0
26.89,11.1,13.1,14.48,42.7,35.15,48.53,28.64,59.93,0,0
15.13,1.91,19.82,20.06,65.15,45.21,51.02,47.15,51.36,1,0
17.98,11.07,17.26,23.24,3.57,51.28,52.66,39.53,35.7,0,0
10.0,4.95,2.92,87.81,42.72,43.81,62.8,73.64,73.47,0,0
2.07,6.43,11.21,77.27,20.4,79.6,41.16,46.94,51.79,0,0
7.85,30.9,2.83,15.73,68.62,90.05,55.36,41.9,63.15,0,1
13.2,10.66,13.47,12.87,93.71,93.43,35.95,35.88,31.91,1,0
6.45,11.37,15.77,45.7,70.8,69.78,43.32,66.47,54.04,0,1
7.27,10.11,8.26,75.46,30.45,58.39,54.77,27.36,56.04,0,0
1.89,13.15,16.17,52.26,46.05,56.31,48.65,55.88,46.48,0,1
1.95,8.61,17.16,81.78,75.14,81.86,45.04,37.94,38.09,0,0
9.1,3.6,1.85,8.39,2.41,37.3,33.43,61.52,31.67,1,0
6.39,32.23,24.97,34.26,78.88,50.23,32.85,33.61,53.86,0,0
1.89,4.07,18.04,20.33,58.66,83.81,29.14,46.34,64.61,1,1
2.0,5.97,7.41,91.93,75.51,40.82,75.18,36.3,73.34,1,0
7.7,12.82,5.34,19.9,40.86,25.82,62.88,35.43,62.49,1,0
7.36,3.57,4.94,33.82,83.97,70.72,50.75,42.79,42.56,1,0
4.42,5.82,3.09,37.19,40.74,78.8,68.9,47.69,44.6,0,1
2.21,8.11,4.31,78.55,34.85,80.01,55.45,43.63,69.05,1,0
1.4,15.88,8.37,73.71,76.9,89.04,49.7,40.14,50.64,0,0
2.02,1.29,4.63,1.65,1.81,77.9,54.47,42.87,65.21,0,0
5.56,8.57,6.09,58.01,63.61,30.66,46.76,41.32,46.74,0,1
5.87,16.91,3.31,78.01,21.18,42.45,47.8,33.73,61.79,0,0
38.93,8.06,8.91,81.49,31.66,23.26,48.42,49.73,52.7,0,0
1.53,5.52,2.74,70.49,59.11,98.09,61.77,35.77,28.02,0,1
5.61,1.66,5.72,34.59,24.34,9.07,41.64,31.27,73.68,1,0
14.1,13.93,8.46,95.72,57.8,9.49,59.54,47.93,51.32,1,1
3.75,1.21,10.08,56.43,83.73,4.15,44.62,39.03,53.19,1,1
5.33,6.1,13.98,41.74,28.63,55.65,86.53,39.98,53.9,1,0
8.63,7.08,13.33,87.28,21.23,86.76,43.11,31.1,56.45,0,0
1.29,18.24,5.42,1.09,45.85,91.61,49.86,38.41,61.15,0,0
2.45,6.06,7.26,33.34,58.68,9.99,26.66,32.66,42.75,0,0
7.68,1.65,6.15,13.77,50.12,20.85,66.56,71.56,53.46,1,0
1.7,2.1,8.32,64.25,67.08,77.53,56.81,47.44,46.94,1,0
5.98,5.9,8.2,65.92,31.39,31.78,45.53,40.76,57.73,1,0
11.63,8.16,11.12,98.68,96.73,90.16,39.79,62.17,51.14,1,0
15.15,10.21,17.35,81.95,23.19,71.67,43.47,48.07,53.47,0,0
2.01,18.8,5.69,56.5,81.04,58.18,63.91,27.66,42.88,0,0
14.84,7.37,2.93,3.63,81.97,15.65,47.27,31.69,36.17,0,1
17.67,6.18,1.94,67.41,80.26,29.83,51.0,64.58,54.84,1,0
2.75,2.2,1.63,21.28,73.32,79.57,53.46,56.4,37.29,1,1
6.05,3.67,1.0,93.46,16.17,88.27,23.32,39.62,76.31,1,1
28.2,2.73,6.89,97.23,61.02,32.98,45.62,49.47,65.18,1,0
12.16,3.62,5.29,41.06,60.14,76.05,58.37,45.74,43.84,1,0
9.53,2.6,6.71,99.41,89.25,63.49,60.25,41.44,58.12,1,0
5.74,1.49,7.21,15.27,22.13,45.95,33.29,41.04,65.87,1,0
1.47,11.92,12.87,54.85,3.7,13.85,60.21,64.31,53.47,0,0
2.51,1.93,11.46,64.5,36.03,8.97,51.61,35.49,36.36,1,0
1.31,1.54,7.83,89.96,46.8,24.11,22.13,58.99,42.53,1,1
13.78,11.55,7.71,60.37,94.02,73.33,60.52,47.66,25.67,1,0
4.54,15.79,16.37,95.7,96.05,75.56,30.29,36.06,43.57,0,0
13.02,5.47,24.71,20.57,97.4,64.86,25.7,44.22,51.4,1,0
14.69,3.79,6.69,51.58,64.22,89.81,54.04,35.84,57.17,1,0
35.83,3.98,11.36,36.73,46.35,23.2,77.75,55.22,58.32,0,0
20.66,4.92,3.96,11.18,69.71,9.96,49.78,61.1,57.25,1,0
9.75,9.43,2.92,42.74,24.44,22.92,37.32,59.63,49.37,0,0
13.38,16.02,20.41,38.98,16.73,91.58,48.03,50.95,51.47,0,0
6.0,2.31,1.31,56.57,91.72,17.91,43.51,27.31,55.15,1,1
2.8,6.22,6.41,93.84,60.05,66.55,37.42,53.92,51.26,1,1
14.41,5.67,1.74,78.72,72.89,17.55,56.27,50.09,58.95,1,0
11.52,1.42,3.68,46.99,62.55,74.51,61.63,32.07,52.47,1,0
10.91,3.13,11.38,6.98,2.99,53.24,68.18,24.19,37.14,0,0
8.02,4.84,6.05,44.95,44.27,99.8,39.28,52.47,53.57,1,0
2.77,3.25,10.19,21.97,1.6,98.39,65.66,45.11,67.97,0,0
1.51,12.32,7.39,75.34,53.59,5.09,44.89,31.92,29.35,0,0
2.0,1.03,1.78,77.24,67.72,15.41,57.04,26.68,57.36,1,1
5.79,4.83,14.34,59.7,72.82,90.65,48.93,45.57,37.95,1,0
13.12,2.83,1.67,41.14,65.17,85.6,31.36,47.23,43.48,1,1
4.81,2.4,11.53,26.85,82.09,85.86,66.8,53.97,36.52,1,1
2.03,23.4,1.15,20.46,17.62,5.67,40.39,39.05,22.28,0,1
39.59,1.13,2.25,20.32,90.64,40.13,47.32,52.27,45.31,1,0
4.32,2.18,12.1,1.07,43.09,96.08,52.16,33.56,56.33,1,0
14.33,7.88,1.89,39.86,88.3,12.22,47.6,55.65,59.38,0,1
2.91,1.89,1.4,1.64,87.69,74.44,52.7,24.61,62.98,1,1
10.0,38.9,15.59,36.45,39.11,35.89,69.24,55.55,62.39,0,0
21.41,2.2,4.42,69.46,44.31,13.47,39.79,57.2,61.4,1,0
6.32,6.83,8.92,9.16,11.38,21.32,51.55,41.45,40.29,0,0
3.99,5.72,2.3,17.05,3.02,59.41,35.0,60.4,23.33,0,0
12.76,3.22,1.84,14.25,28.48,47.23,60.46,50.92,56.7,0,0
19.06,8.44,3.2,14.82,60.76,2.51,48.71,46.81,62.18,1,0
27.35,2.38,3.61,51.37,45.68,55.35,46.23,35.86,49.41,1,0
17.48,9.02,1.03,42.28,13.3,64.6,54.11,49.39,41.56,0,1
23.01,15.03,10.12,23.72,92.27,67.68,46.5,35.73,45.18,1,0
7.78,3.06,9.9,38.24,79.07,20.7,42.86,41.08,37.31,1,1
4.28,4.16,2.4,41.28,72.51,6.38,41.19,47.33,43.26,1,1
16.35,19.29,10.19,86.7,82.33,6.54,28.33,55.36,42.76,0,0
8.49,30.56,11.49,9.03,71.19,49.97,32.1,35.3,37.83,0,0
1.71,13.54,13.43,51.25,79.11,40.22,50.19,42.42,86.93,0,0
2.34,13.91,1.91,96.63,47.89,41.93,61.85,46.52,59.24,0,1
5.13,7.13,11.74,68.44,54.1,3.06,41.92,60.46,68.85,1,0
1.05,1.35,10.37,23.31,83.43,30.19,47.68,44.23,55.07,1,0
22.72,19.46,4.86,72.05,85.7,64.8,42.12,40.01,60.17,0,0
19.08,2.73,2.43,19.09,27.33,46.38,27.77,54.55,61.78,0,0
6.39,14.08,33.62,66.25,51.8,11.18,46.46,45.79,56.52,0,0
1.56,2.3,2.07,70.13,65.39,61.14,58.1,44.37,48.42,1,1
5.84,4.09,4.03,41.13,49.63,2.62,73.16,55.5,36.7,1,0
4.1,16.95,11.7,71.16,44.98,9.49,41.25,66.98,49.06,1,0
1.57,11.5,15.73,82.84,88.66,18.02,47.92,38.92,31.12,0,0
7.61,19.58,6.04,86.17,80.7,7.56,47.47,36.11,66.7,1,0
10.62,20.4,2.87,87.67,70.07,21.1,48.55,36.03,52.43,0,0
22.34,10.09,3.59,3.28,66.54,59.71,57.58,33.64,59.93,0,0
4.07,2.69,6.53,37.62,96.2,70.98,77.3,34.42,53.1,1,0
6.63,1.32,1.97,21.84,92.34,87.26,51.53,34.65,54.09,1,1
9.71,4.51,12.05,77.31,6.05,89.02,78.17,27.39,60.79,0,0
15.57,27.19,7.4,63.18,61.29,82.15,48.95,29.54,67.05,0,0
12.28,5.6,4.85,84.76,1.0,74.26,27.45,32.18,52.3,0,0
2.43,7.08,6.09,60.26,74.46,60.51,49.94,49.92,75.88,0,1
2.81,2.01,15.47,21.29,38.05,40.19,50.46,59.66,43.44,1,0
4.92,4.83,7.03,76.69,73.53,95.68,65.78,41.96,33.81,1,1
3.47,3.15,1.65,96.62,81.04,97.04,71.33,67.22,27.85,1,1
10.22,5.09,10.23,29.72,99.68,21.18,68.52,30.18,36.59,1,0
6.33,14.63,6.32,93.7,45.31,4.21,63.5,46.73,45.05,0,0
3.72,14.1,9.76,37.44,90.97,26.46,76.38,30.34,65.31,0,0
21.26,38.24,16.3,73.92,60.94,99.43,56.51,62.85,33.99,0,0
8.92,8.01,7.73,98.65,57.92,73.69,40.97,32.69,26.58,0,1
9.33,8.95,8.6,8.66,64.0,85.03,38.36,74.73,49.94,1,0
2.34,2.08,28.81,58.38,43.67,53.77,47.08,31.29,49.38,1,0
2.92,3.06,5.08,69.17,96.4,41.97,45.22,56.0,49.09,1,0
5.76,4.15,3.02,88.89,1.62,78.45,58.21,46.22,50.04,0,0
4.38,1.91,11.43,73.58,69.32,24.17,30.89,46.98,38.7,1,0
25.13,4.27,1.03,3.63,92.91,57.79,53.11,36.2,46.64,1,1
1.26,11.89,8.6,38.82,6.29,71.38,45.96,51.35,57.78,0,0
4.57,5.53,4.51,36.0,56.41,62.34,41.97,52.91,43.84,0,0
3.88,19.8,1.36,6.95,70.72,79.47,28.4,60.48,54.53,0,1
8.1,3.25,4.99,6.85,66.07,55.88,39.11,47.15,64.28,1,0
3.19,3.35,1.23,96.53,78.18,98.57,45.32,12.52,27.85,1,1
5.14,2.86,2.48,27.84,72.92,84.95,42.88,54.39,67.62,1,1
11.3,7.41,16.85,73.59,35.93,55.22,31.26,39.44,53.75,0,0
2.04,4.4,1.91,13.91,80.65,84.86,41.22,42.85,47.14,1,1
16.23,3.46,7.12,52.31,61.73,48.27,54.43,43.62,38.76,0,1
7.03,8.24,6.29,10.99,91.21,35.1,56.78,45.38,36.45,0,1
22.92,3.06,23.91,34.66,26.01,18.18,47.67,46.78,66.48,0,0
